elapsed_ms,t_elapsed_s,lat_deg,lon_deg,alt_m,east_m,north_m,up_m,ve,vn,vu,speed_mps,heading_deg,pos_sigma_h_m,pos_sigma_v_m,vel_sigma_mps,coasting
6236,6.236,32.8675184,-117.256763,2.30000178,7.46746946,0.707553892,1.77536434e-06,1.19049621,0.224520809,8.50952973e-07,1.2114829,79.3197869,1.80764608,2.45996293,0.375441596,0
6255,6.255,32.8675184,-117.256763,2.30000179,7.49008968,0.711826296,1.79156164e-06,1.19057945,0.22520595,8.54026093e-07,1.21169186,79.2886802,1.80897664,2.46801607,0.379268232,0
6273,6.273,32.8675184,-117.256763,2.30000181,7.51152082,0.715885845,1.80696032e-06,1.19065778,0.225854954,8.5693747e-07,1.2118896,79.2592195,1.81026271,2.47568098,0.382670082,0
6291,6.291,32.8675185,-117.256762,2.30000182,7.53295336,0.719957074,1.82241139e-06,1.19073557,0.226503879,8.59848847e-07,1.21208713,79.2297673,1.81157406,2.48338039,0.386041956,0
6309,6.309,32.8675185,-117.256762,2.30000184,7.55438729,0.724039983,1.83791487e-06,1.19081282,0.227152725,8.62760224e-07,1.21228443,79.2003235,1.8129111,2.49111416,0.389384632,0
6327,6.327,32.8675185,-117.256762,2.30000185,7.57582262,0.728134571,1.85347076e-06,1.19088953,0.227801493,8.65671601e-07,1.2124815,79.1708883,1.81427422,2.49888212,0.392698856,0
6345,6.345,32.8675186,-117.256762,2.30000187,7.59725931,0.732240836,1.86907905e-06,1.1909657,0.228450181,8.68582978e-07,1.21267835,79.1414615,1.81566385,2.50668414,0.395985343,0
6364,6.364,32.8675186,-117.256761,2.30000189,7.61988842,0.736587894,1.88561132e-06,1.19104551,0.229134817,8.71656098e-07,1.21288589,79.1104091,1.81715986,2.51495637,0.399615305,0
6382,6.382,32.8675187,-117.256761,2.3000019,7.64132791,0.740718157,1.90132734e-06,1.19112058,0.22978334,8.74567475e-07,1.21308228,79.0809997,1.81860523,2.52282792,0.40284537,0
6400,6.4,32.8675187,-117.256761,2.30000192,7.66276876,0.744860093,1.91709575e-06,1.19119511,0.230431782,8.77478852e-07,1.21327845,79.0515988,1.82007835,2.53073307,0.406049741,0
6418,6.418,32.8675187,-117.256761,2.30000193,7.68421093,0.749013701,1.93291657e-06,1.1912691,0.231080142,8.80390228e-07,1.21347439,79.0222064,1.8215796,2.53867167,0.409229021,0
6436,6.436,32.8675188,-117.25676,2.30000195,7.70565444,0.753178978,1.9487898e-06,1.19134256,0.23172842,8.83301605e-07,1.21367011,78.9928224,1.82310937,2.54664358,0.412383792,0
6455,6.455,32.8675188,-117.25676,2.30000197,7.72829068,0.757588318,1.96560173e-06,1.19141949,0.232412622,8.86374725e-07,1.21387645,78.9618151,1.82475551,2.55509434,0.415870643,0
6473,6.473,32.8675189,-117.25676,2.30000198,7.74973688,0.761777578,1.98158267e-06,1.19149184,0.233060731,8.89286102e-07,1.21407171,78.9324484,1.82634517,2.56313426,0.418975407,0
6491,6.491,32.8675189,-117.25676,2.300002,7.77118438,0.765978503,1.99761603e-06,1.19156366,0.233708756,8.92197479e-07,1.21426675,78.9030902,1.82796456,2.57120705,0.422057332,0
6509,6.509,32.8675189,-117.25676,2.30000201,7.79263317,0.770191092,2.01370178e-06,1.19163494,0.234356697,8.95108856e-07,1.21446156,78.8737405,1.82961406,2.57931256,0.425116915,0
6527,6.527,32.867519,-117.256759,2.30000203,7.81408323,0.774415344,2.02983994e-06,1.19170568,0.235004554,8.98020233e-07,1.21465615,78.8443991,1.83129405,2.58745064,0.428154635,0
6545,6.545,32.867519,-117.256759,2.30000205,7.83553457,0.778651256,2.04603051e-06,1.19177588,0.235652327,9.0093161e-07,1.21485051,78.8150661,1.8330049,2.59562116,0.431170954,0
6564,6.564,32.867519,-117.256759,2.30000206,7.85817901,0.783135145,2.06317741e-06,1.19184938,0.236335992,9.04004731e-07,1.21505541,78.7841127,1.8348447,2.60428062,0.434507068,0
6582,6.582,32.8675191,-117.256759,2.30000208,7.87963292,0.787395021,2.07947569e-06,1.19191849,0.236983589,9.06916108e-07,1.21524931,78.754797,1.83662018,2.61251736,0.43747959,0
6600,6.6,32.8675191,-117.256758,2.3000021,7.90108807,0.791666553,2.09582639e-06,1.19198705,0.2376311,9.09827485e-07,1.21544299,78.7254897,1.83842768,2.6207861,0.440432051,0
6618,6.618,32.8675192,-117.256758,2.30000211,7.92254445,0.79594974,2.11222948e-06,1.19205508,0.238278525,9.12738862e-07,1.21563644,78.6961908,1.84026756,2.62908671,0.443364852,0
6636,6.636,32.8675192,-117.256758,2.30000213,7.94400204,0.800244579,2.12868498e-06,1.19212257,0.238925863,9.15650239e-07,1.21582967,78.6669003,1.84214017,2.63741903,0.446278379,0
6655,6.655,32.8675192,-117.256758,2.30000215,7.96665304,0.804790661,2.14611153e-06,1.19219321,0.239609066,9.18723359e-07,1.21603337,78.6359916,1.84415273,2.64624851,0.449502382,0
6673,6.673,32.8675193,-117.256757,2.30000216,7.98811312,0.809109449,2.16267476e-06,1.1922596,0.240256224,9.21634736e-07,1.21622614,78.6067183,1.84609378,2.6546456,0.452376383,0
6691,6.691,32.8675193,-117.256757,2.30000218,8.00957439,0.813439884,2.17929038e-06,1.19232546,0.240903293,9.24546113e-07,1.21641867,78.5774534,1.84806866,2.66307399,0.455232239,0
6709,6.709,32.8675194,-117.256757,2.3000022,8.03103683,0.817781966,2.19595842e-06,1.19239077,0.241550273,9.2745749e-07,1.21661099,78.5481969,1.85007773,2.67153354,0.458070291,0
6727,6.727,32.8675194,-117.256757,2.30000221,8.05250045,0.822135693,2.21267885e-06,1.19245556,0.242197164,9.30368867e-07,1.21680308,78.5189487,1.85212133,2.68002411,0.460890868,0
6745,6.745,32.8675194,-117.256757,2.30000223,8.07396523,0.826501063,2.2294517e-06,1.19251981,0.242843966,9.33280243e-07,1.21699494,78.4897088,1.8541998,2.68854557,0.463694287,0
6764,6.764,32.8675195,-117.256756,2.30000225,8.09662374,0.831121584,2.24721322e-06,1.19258703,0.2435266,9.36353364e-07,1.2171972,78.4588535,1.85643193,2.69757379,0.46679802,0
6782,6.782,32.8675195,-117.256756,2.30000226,8.11809088,0.835510882,2.26409378e-06,1.19265017,0.244173216,9.39264741e-07,1.2173886,78.4296308,1.85858314,2.70615831,0.469566174,0
6800,6.8,32.8675196,-117.256756,2.30000228,8.13955914,0.839911819,2.28102675e-06,1.19271279,0.244819741,9.42176118e-07,1.21757977,78.4004164,1.86077025,2.7147733,0.472318104,0
6818,6.818,32.8675196,-117.256756,2.3000023,8.16102853,0.844324392,2.29801212e-06,1.19277486,0.245466174,9.45087495e-07,1.21777072,78.3712103,1.8629936,2.72341864,0.475054094,0
6836,6.836,32.8675196,-117.256755,2.30000232,8.18249903,0.8487486,2.3150499e-06,1.19283641,0.246112515,9.47998871e-07,1.21796144,78.3420126,1.86525349,2.73209419,0.477774415,0
6855,6.855,32.8675197,-117.256755,2.30000233,8.20516354,0.853431218,2.33309107e-06,1.19290077,0.246794661,9.51071992e-07,1.21816249,78.3112017,1.86767894,2.74128433,0.480787262,0
6873,6.873,32.8675197,-117.256755,2.30000235,8.22663629,0.857879338,2.35023657e-06,1.19296122,0.247440812,9.53983369e-07,1.21835275,78.2820211,1.87001499,2.75002156,0.483475327,0
6891,6.891,32.8675198,-117.256755,2.30000237,8.24811014,0.862339087,2.36743447e-06,1.19302112,0.248086869,9.56894745e-07,1.21854278,78.2528487,1.87238857,2.75878859,0.486148529,0
6909,6.909,32.8675198,-117.256754,2.30000238,8.26958505,0.866810464,2.38468478e-06,1.1930805,0.248732832,9.59806122e-07,1.21873258,78.2236846,1.87479999,2.76758531,0.488807111,0
6927,6.927,32.8675198,-117.256754,2.3000024,8.29106103,0.871293468,2.40198749e-06,1.19313934,0.249378702,9.62717499e-07,1.21892216,78.1945289,1.87724955,2.77641157,0.491451312,0
6945,6.945,32.8675199,-117.256754,2.30000242,8.31253806,0.875788096,2.41934261e-06,1.19319765,0.250024476,9.65628876e-07,1.21911151,78.1653814,1.87973755,2.78526725,0.494081361,0
6964,6.964,32.8675199,-117.256754,2.30000244,8.3352094,0.880545036,2.43771875e-06,1.1932586,0.250706021,9.68701996e-07,1.21931111,78.1346235,1.8824058,2.79464669,0.496995364,0
6982,6.982,32.86752,-117.256754,2.30000246,8.35668857,0.885063555,2.45518159e-06,1.19331581,0.2513516,9.71613374e-07,1.2195,78.105493,1.88497375,2.80356244,0.499596229,0
7000,7,32.86752,-117.256753,2.30000188,8.36108084,0.889206368,1.88355725e-06,1.18186751,0.250944796,8.70599716e-07,1.20821525,78.012473,1.70480359,2.45318796,0.326545782,0
7018,7.018,32.86752,-117.256753,2.3000019,8.38235496,0.893729183,1.89925425e-06,1.18192365,0.251590182,8.73511093e-07,1.20840438,77.9830926,1.70586234,2.46102708,0.330490768,0
7036,7.036,32.8675201,-117.256753,2.30000192,8.40363009,0.898263614,1.91500365e-06,1.18197926,0.252235471,8.7642247e-07,1.20859328,77.9537206,1.70694117,2.46889919,0.334389216,0
7055,7.055,32.8675201,-117.256753,2.30000193,8.42608825,0.903062558,1.93168487e-06,1.18203737,0.252916501,8.7949559e-07,1.20879241,77.922726,1.70810222,2.47724428,0.338680008,0
7073,7.073,32.8675202,-117.256753,2.30000195,8.44736541,0.907620861,1.947542e-06,1.18209188,0.253561589,8.82406967e-07,1.20898085,77.8933713,1.70922376,2.48518377,0.342485252,0
7091,7.091,32.8675202,-117.256752,2.30000196,8.46864355,0.912190774,1.96345153e-06,1.18214586,0.254206579,8.85318344e-07,1.20916906,77.864025,1.7103668,2.49315582,0.346248679,0
7109,7.109,32.8675202,-117.256752,2.30000198,8.48992265,0.916772297,1.97941346e-06,1.18219931,0.25485147,8.88229721e-07,1.20935705,77.8346871,1.71153176,2.50116029,0.349971639,0
7127,7.127,32.8675203,-117.256752,2.300002,8.51120272,0.921365426,1.9954278e-06,1.18225222,0.255496262,8.91141098e-07,1.20954481,77.8053576,1.7127191,2.50919704,0.353655408,0
7145,7.145,32.8675203,-117.256752,2.30000201,8.53248373,0.925970161,2.01149454e-06,1.1823046,0.256140954,8.94052475e-07,1.20973235,77.7760365,1.71392926,2.51726592,0.357301201,0
7164,7.164,32.8675204,-117.256751,2.30000203,8.55494804,0.930843303,2.02851073e-06,1.1823593,0.25682135,8.97125595e-07,1.20993005,77.7450956,1.71523191,2.52581777,0.361320008,0
7182,7.182,32.8675204,-117.256751,2.30000204,8.57623097,0.935471888,2.04468519e-06,1.18241059,0.257465836,9.00036972e-07,1.21011712,77.7157917,1.71649039,2.53395227,0.364889227,0
7200,7.2,32.8675205,-117.256751,2.30000206,8.59751481,0.940112072,2.06091206e-06,1.18246134,0.258110221,9.02948349e-07,1.21030398,77.6864962,1.71777307,2.54211848,0.36842387,0
7218,7.218,32.8675205,-117.256751,2.30000208,8.61879957,0.944763855,2.07719133e-06,1.18251157,0.258754504,9.05859726e-07,1.2104906,77.657209,1.71908037,2.55031626,0.371924922,0
7236,7.236,32.8675205,-117.25675,2.30000209,8.64008522,0.949427233,2.09352301e-06,1.18256126,0.259398685,9.08771103e-07,1.210677,77.6279302,1.72041273,2.55854547,0.375393324,0
7255,7.255,32.8675206,-117.25675,2.30000211,8.66255438,0.954362267,2.11081886e-06,1.18261312,0.26007854,9.11844223e-07,1.2108735,77.5970339,1.72184677,2.56726581,0.379220448,0
7273,7.273,32.8675206,-117.25675,2.30000213,8.68384185,0.959049477,2.12725825e-06,1.18266172,0.26072251,9.147556e-07,1.21105944,77.5677722,1.72323202,2.57555921,0.382622723,0
7291,7.291,32.8675207,-117.25675,2.30000214,8.7051302,0.963748277,2.14375006e-06,1.18270978,0.261366377,9.17666977e-07,1.21124515,77.5385189,1.72464365,2.58388362,0.38599501,0
7309,7.309,32.8675207,-117.25675,2.30000216,8.7264194,0.968458665,2.16029427e-06,1.18275732,0.26201014,9.20578354e-07,1.21143064,77.509274,1.7260821,2.59223892,0.389338089,0
7327,7.327,32.8675208,-117.256749,2.30000218,8.74770946,0.973180641,2.17689088e-06,1.18280432,0.262653798,9.23489731e-07,1.2116159,77.4800373,1.72754778,2.60062497,0.392652707,0
7345,7.345,32.8675208,-117.256749,2.30000219,8.76900035,0.977914201,2.1935399e-06,1.18285079,0.263297352,9.26401108e-07,1.21180093,77.450809,1.72904111,2.60904163,0.395939576,0
7364,7.364,32.8675208,-117.256749,2.30000221,8.79147498,0.982923303,2.21117071e-06,1.18289926,0.263976542,9.29474228e-07,1.21199599,77.4199659,1.73064785,2.61795894,0.399569954,0
7382,7.382,32.8675209,-117.256749,2.30000223,8.81276757,0.987680671,2.22792745e-06,1.18294464,0.26461988,9.32385605e-07,1.21218056,77.3907547,1.73219934,2.62643811,0.402800382,0
7400,7.4,32.8675209,-117.256748,2.30000224,8.83406098,0.992449618,2.24473659e-06,1.18298949,0.265263111,9.35296982e-07,1.2123649,77.3615518,1.73377976,2.63494749,0.406005108,0
7418,7.418,32.867521,-117.256748,2.30000226,8.85535519,0.997230142,2.26159814e-06,1.18303381,0.265906236,9.38208359e-07,1.21254902,77.3323572,1.73538952,2.64348695,0.409184736,0
7436,7.436,32.867521,-117.256748,2.30000228,8.87665019,1.00202224,2.27851209e-06,1.1830776,0.266549254,9.41119736e-07,1.21273291,77.3031708,1.73702901,2.65205635,0.412339845,0
7455,7.455,32.8675211,-117.256748,2.3000023,8.8991291,1.00709312,2.29642256e-06,1.18312323,0.267227876,9.44192856e-07,1.21292676,77.272372,1.73879229,2.66113417,0.415827065,0
7473,7.473,32.8675211,-117.256747,2.30000231,8.9204257,1.01190901,2.31344424e-06,1.18316593,0.267870672,9.47104233e-07,1.21311018,77.2432027,1.74049419,2.66976473,0.418932152,0
7491,7.491,32.8675211,-117.256747,2.30000233,8.94172307,1.01673647,2.33051832e-06,1.1832081,0.268513361,9.5001561e-07,1.21329338,77.2140417,1.74222707,2.67842484,0.422014393,0
7509,7.509,32.8675212,-117.256747,2.30000235,8.96302119,1.02157549,2.3476448e-06,1.18324974,0.269155941,9.52926987e-07,1.21347636,77.184889,1.74399132,2.68711437,0.425074285,0
7527,7.527,32.8675212,-117.256747,2.30000236,8.98432006,1.02642608,2.36482369e-06,1.18329085,0.269798411,9.55838364e-07,1.21365911,77.1557445,1.74578731,2.6958332,0.428112308,0
7545,7.545,32.8675213,-117.256747,2.30000238,9.00561966,1.03128823,2.38205498e-06,1.18333143,0.270440772,9.58749741e-07,1.21384163,77.1266083,1.74761544,2.7045812,0.431128923,0
7564,7.564,32.8675213,-117.256746,2.3000024,9.02810335,1.03643305,2.40030042e-06,1.18337368,0.271118697,9.61822861e-07,1.21403402,77.0958623,1.74958041,2.71384671,0.434465359,0
7582,7.582,32.8675214,-117.256746,2.30000242,9.04940444,1.04131896,2.41763943e-06,1.18341317,0.271760831,9.64734238e-07,1.21421608,77.066743,1.75147581,2.72265428,0.437438165,0
7600,7.6,32.8675214,-117.256746,2.30000244,9.07070622,1.04621644,2.43503085e-06,1.18345213,0.272402854,9.67645615e-07,1.2143979,77.037632,1.75340452,2.73149063,0.440390904,0
7618,7.618,32.8675215,-117.256746,2.30000245,9.09200871,1.05112547,2.45247468e-06,1.18349057,0.273044765,9.70556992e-07,1.2145795,77.0085292,1.75536691,2.74035566,0.443323976,0
7636,7.636,32.8675215,-117.256745,2.30000247,9.11331188,1.05604605,2.4699709e-06,1.18352847,0.273686565,9.73468369e-07,1.21476088,76.9794347,1.75736334,2.74924922,0.446237771,0
7655,7.655,32.8675215,-117.256745,2.30000249,9.1357993,1.06125253,2.488496e-06,1.1835679,0.274363895,9.76541489e-07,1.21495206,76.9487326,1.75950801,2.7586677,0.449462065,0
7673,7.673,32.8675216,-117.256745,2.30000251,9.15710385,1.06619685,2.50609995e-06,1.18360471,0.275005463,9.79452866e-07,1.21513297,76.919655,1.76157558,2.76761955,0.452336322,0
7691,7.691,32.8675216,-117.256745,2.30000252,9.17840906,1.07115272,2.5237563e-06,1.18364101,0.275646918,9.82364243e-07,1.21531364,76.8905855,1.76367832,2.77659958,0.45519243,0
7709,7.709,32.8675217,-117.256744,2.30000254,9.19971492,1.07612014,2.54146506e-06,1.18367677,0.276288259,9.8527562e-07,1.21549409,76.8615243,1.76581657,2.78560766,0.458030728,0
7727,7.727,32.8675217,-117.256744,2.30000256,9.22102142,1.0810991,2.55922622e-06,1.183712,0.276929486,9.88186997e-07,1.21567432,76.8324713,1.76799067,2.79464366,0.460851547,0
7745,7.745,32.8675218,-117.256744,2.30000258,9.24232855,1.0860896,2.57703979e-06,1.18374671,0.277570599,9.91098374e-07,1.21585431,76.8034265,1.77020099,2.80370748,0.463655204,0
7764,7.764,32.8675218,-117.256744,2.3000026,9.26482008,1.09136987,2.59589986e-06,1.18378275,0.2782472,9.94171494e-07,1.21604404,76.7727769,1.77257374,2.81330489,0.466759197,0
7782,7.782,32.8675219,-117.256744,2.30000261,9.28612847,1.09638409,2.61382115e-06,1.18381637,0.278888076,9.97082871e-07,1.21622357,76.7437489,1.77485956,2.8224255,0.46952758,0
7800,7.8,32.8675219,-117.256743,2.30000263,9.30743746,1.10140984,2.63179484e-06,1.18384947,0.279528835,9.99994248e-07,1.21640286,76.7147291,1.77718263,2.83157358,0.472279735,0
7818,7.818,32.867522,-117.256743,2.30000265,9.32874705,1.10644712,2.64982094e-06,1.18388203,0.280169478,1.00290562e-06,1.21658193,76.6857174,1.77954327,2.84074899,0.475015945,0
7836,7.836,32.867522,-117.256743,2.30000267,9.35005721,1.11149594,2.66789944e-06,1.18391407,0.280810005,1.005817e-06,1.21676078,76.656714,1.78194182,2.84995163,0.477736484,0
7855,7.855,32.867522,-117.256743,2.30000269,9.37255189,1.11683775,2.68703916e-06,1.1839473,0.281485985,1.00889012e-06,1.21694929,76.626108,1.78451508,2.85969492,0.480749569,0
7873,7.873,32.8675221,-117.256742,2.30000271,9.39386322,1.12191026,2.70522538e-06,1.18397826,0.28212627,1.0118015e-06,1.21712766,76.5971213,1.78699256,2.86895316,0.483437843,0
7891,7.891,32.8675221,-117.256742,2.30000272,9.41517511,1.12699429,2.72346401e-06,1.18400868,0.282766436,1.01471288e-06,1.2173058,76.5681428,1.78950892,2.87823827,0.486111251,0
7909,7.909,32.8675222,-117.256742,2.30000274,9.43648753,1.13208985,2.74175505e-06,1.18403859,0.283406484,1.01762425e-06,1.21748372,76.5391724,1.79206446,2.88755015,0.488770036,0
7927,7.927,32.8675222,-117.256742,2.30000276,9.45780049,1.13719693,2.76009849e-06,1.18406796,0.284046413,1.02053563e-06,1.21766141,76.5102102,1.7946595,2.89688868,0.491414436,0
7945,7.945,32.8675223,-117.256742,2.30000278,9.47911397,1.14231552,2.77849433e-06,1.18409681,0.284686222,1.02344701e-06,1.21783886,76.481256,1.79729433,2.90625375,0.494044682,0
7964,7.964,32.8675223,-117.256741,2.3000028,9.5016121,1.14773097,2.79796902e-06,1.18412667,0.285361442,1.02652013e-06,1.21802592,76.4507022,1.80011902,2.91616777,0.4969589,0
7982,7.982,32.8675224,-117.256741,2.30000282,9.52292663,1.15287324,2.81647258e-06,1.18415444,0.286001004,1.0294315e-06,1.2182029,76.4217648,1.80283657,2.92558705,0.499559954,0
8000,8,32.8675224,-117.256741,2.30000211,9.53406407,1.15281594,2.11438624e-06,1.17333868,0.286579001,9.0367836e-07,1.20782912,76.2746582,1.63625464,2.53325376,0.326504935,0
8018,8.018,32.8675224,-117.256741,2.30000213,9.55518441,1.15798012,2.13067866e-06,1.17336539,0.287218321,9.06589737e-07,1.20800692,76.2455018,1.63738475,2.54144034,0.330450409,0
8036,8.036,32.8675225,-117.25674,2.30000215,9.57630522,1.1631558,2.14702348e-06,1.17339158,0.287857519,9.09501113e-07,1.20818449,76.2163537,1.63853568,2.54965702,0.334349327,0
8055,8.055,32.8675225,-117.25674,2.30000216,9.59859992,1.1686315,2.16433319e-06,1.17341864,0.288532092,9.12574234e-07,1.20837166,76.1855951,1.63977364,2.55836272,0.338640624,0
8073,8.073,32.8675226,-117.25674,2.30000218,9.61972168,1.17383083,2.18078573e-06,1.17344375,0.289171038,9.15485611e-07,1.20854877,76.1564639,1.64096885,2.56664092,0.342446306,0
8091,8.091,32.8675226,-117.25674,2.3000022,9.64084389,1.17904166,2.19729067e-06,1.17346833,0.289809862,9.18396988e-07,1.20872564,76.127341,1.64218633,2.57494886,0.346210157,0
8109,8.109,32.8675227,-117.25674,2.30000221,9.66196653,1.18426398,2.21384802e-06,1.17349239,0.290448561,9.21308365e-07,1.2089023,76.0982262,1.64342653,2.5832864,0.349933526,0
8127,8.127,32.8675227,-117.256739,2.30000223,9.68308961,1.1894978,2.23045777e-06,1.17351593,0.291087137,9.24219742e-07,1.20907872,76.0691197,1.64468992,2.59165344,0.353617693,0
8145,8.145,32.8675227,-117.256739,2.30000225,9.7042131,1.19474312,2.24711993e-06,1.17353894,0.291725588,9.27131118e-07,1.20925492,76.0400215,1.64597696,2.60004984,0.35726387,0
8164,8.164,32.8675228,-117.256739,2.30000226,9.72651057,1.20029231,2.26476462e-06,1.17356264,0.29239937,9.30204239e-07,1.20944064,76.0093156,1.64736165,2.60894443,0.361283092,0
8182,8.182,32.8675228,-117.256739,2.30000228,9.74763489,1.20556124,2.2815345e-06,1.17358457,0.293037564,9.33115616e-07,1.20961637,75.9802342,1.64869875,2.61740082,0.364852672,0
8200,8.2,32.8675229,-117.256738,2.3000023,9.76875961,1.21084166,2.29835678e-06,1.17360598,0.293675632,9.36026993e-07,1.20979187,75.951161,1.6500609,2.62588622,0.368387666,0
8218,8.218,32.8675229,-117.256738,2.30000232,9.7898847,1.21613356,2.31523147e-06,1.17362686,0.294313574,9.3893837e-07,1.20996714,75.922096,1.65144855,2.63440049,0.371889059,0
8236,8.236,32.867523,-117.256738,2.30000233,9.81101017,1.22143694,2.33215856e-06,1.17364722,0.294951389,9.41849747e-07,1.21014219,75.8930393,1.65286215,2.64294353,0.375357793,0
8255,8.255,32.867523,-117.256738,2.30000235,9.83330967,1.22704742,2.3500829e-06,1.17366812,0.295624497,9.44922867e-07,1.21032669,75.8623771,1.65438292,2.65199225,0.379185275,0
8273,8.273,32.8675231,-117.256737,2.30000237,9.85443587,1.23237439,2.36711772e-06,1.17368741,0.29626205,9.47834244e-07,1.21050127,75.8333372,1.65585126,2.66059404,0.382587862,0
8291,8.291,32.8675231,-117.256737,2.30000238,9.87556241,1.23771285,2.38420493e-06,1.17370616,0.296899476,9.50745621e-07,1.21067562,75.8043054,1.65734692,2.66922424,0.385960455,0
8309,8.309,32.8675232,-117.256737,2.3000024,9.89668928,1.24306277,2.40134456e-06,1.1737244,0.297536773,9.53656998e-07,1.21084974,75.7752818,1.65887032,2.67788272,0.389303831,0
8327,8.327,32.8675232,-117.256737,2.30000242,9.91781648,1.24842417,2.41853659e-06,1.17374211,0.298173941,9.56568375e-07,1.21102363,75.7462664,1.6604219,2.68656938,0.392618737,0
8345,8.345,32.8675233,-117.256737,2.30000244,9.93894399,1.25379704,2.43578102e-06,1.1737593,0.298810979,9.59479752e-07,1.2111973,75.7172592,1.66200208,2.6952841,0.395905888,0
8364,8.364,32.8675233,-117.256736,2.30000245,9.96124559,1.25948083,2.45404033e-06,1.17377686,0.299483264,9.62552872e-07,1.21138035,75.6866493,1.66370155,2.70451327,0.399536572,0
8382,8.382,32.8675234,-117.256736,2.30000247,9.98237372,1.26487726,2.47139248e-06,1.17379298,0.300120036,9.65464249e-07,1.21155354,75.6576588,1.66534189,2.7132853,0.402767268,0
8400,8.4,32.8675234,-117.256736,2.30000249,10.0035021,1.27028515,2.48879704e-06,1.17380857,0.300756677,9.68375626e-07,1.21172651,75.6286765,1.66701213,2.72208504,0.405972256,0
8418,8.418,32.8675235,-117.256736,2.30000251,10.0246308,1.2757045,2.50625401e-06,1.17382364,0.301393186,9.71287002e-07,1.21189925,75.5997023,1.66871271,2.73091238,0.409152139,0
8436,8.436,32.8675235,-117.256735,2.30000252,10.0457598,1.2811353,2.52376337e-06,1.17383818,0.302029564,9.74198379e-07,1.21207176,75.5707362,1.67044403,2.7397672,0.412307498,0
8455,8.455,32.8675236,-117.256735,2.30000254,10.0680628,1.28688025,2.54230234e-06,1.17385296,0.302701149,9.772715e-07,1.21225358,75.5401698,1.67230533,2.74914365,0.415794989,0
8473,8.473,32.8675236,-117.256735,2.30000256,10.0891923,1.29233459,2.55991943e-06,1.17386643,0.303337256,9.80182877e-07,1.21242562,75.5112204,1.67410113,2.75805462,0.418900313,0
8491,8.491,32.8675237,-117.256735,2.30000258,10.110322,1.29780039,2.57758892e-06,1.17387938,0.303973229,9.83094254e-07,1.21259743,75.4822792,1.67592894,2.76699275,0.421982787,0
8509,8.509,32.8675237,-117.256735,2.3000026,10.131452,1.30327763,2.59531082e-06,1.17389181,0.304609069,9.8600563e-07,1.21276901,75.4533461,1.67778914,2.77595791,0.425042907,0
8527,8.527,32.8675238,-117.256734,2.30000261,10.1525821,1.30876631,2.61308512e-06,1.17390372,0.305244775,9.88917007e-07,1.21294036,75.4244211,1.67968214,2.78495,0.428081152,0
8545,8.545,32.8675238,-117.256734,2.30000263,10.1737125,1.31426644,2.63091183e-06,1.17391511,0.305880347,9.91828384e-07,1.21311149,75.3955042,1.6816083,2.79396891,0.431097985,0
8564,8.564,32.8675239,-117.256734,2.30000265,10.196017,1.32008454,2.64978577e-06,1.17392655,0.306551078,9.94901504e-07,1.21329185,75.3649897,1.6836779,2.80351785,0.434434659,0
8582,8.582,32.8675239,-117.256734,2.30000267,10.2171478,1.32560817,2.6677202e-06,1.17393687,0.307186372,9.97812882e-07,1.2134625,75.3360894,1.6856735,2.81259155,0.437407673,0
8600,8.6,32.867524,-117.256733,2.30000269,10.2382787,1.33114324,2.68570703e-06,1.17394666,0.307821531,1.00072426e-06,1.21363292,75.3071973,1.68770348,2.82169175,0.440360616,0
8618,8.618,32.867524,-117.256733,2.3000027,10.2594098,1.33668975,2.70374627e-06,1.17395594,0.308456554,1.00363564e-06,1.21380311,75.2783132,1.68976819,2.83081835,0.44329389,0
8636,8.636,32.8675241,-117.256733,2.30000272,10.2805411,1.34224768,2.72183791e-06,1.17396469,0.309091441,1.00654701e-06,1.21397307,75.2494372,1.69186802,2.83997122,0.44620788,0
8655,8.655,32.8675241,-117.256733,2.30000274,10.3028465,1.34812678,2.7409915e-06,1.17397336,0.309761446,1.00962013e-06,1.21415221,75.2189658,1.694123,2.84966098,0.449432389,0
8673,8.673,32.8675242,-117.256732,2.30000276,10.3239781,1.3537082,2.75919087e-06,1.17398104,0.310396051,1.01253151e-06,1.2143217,75.1901064,1.69629618,2.85886756,0.452306834,0
8691,8.691,32.8675242,-117.256732,2.30000278,10.3451099,1.35930104,2.77744264e-06,1.17398821,0.311030518,1.01544289e-06,1.21449096,75.161255,1.69850561,2.86810011,0.455163127,0
8709,8.709,32.8675243,-117.256732,2.3000028,10.3662417,1.3649053,2.79574681e-06,1.17399485,0.311664846,1.01835426e-06,1.21465999,75.1324118,1.70075163,2.87735852,0.458001608,0
8727,8.727,32.8675243,-117.256732,2.30000281,10.3873737,1.37052097,2.81410339e-06,1.17400098,0.312299036,1.02126564e-06,1.21482879,75.1035765,1.70303459,2.8866427,0.460822604,0
8745,8.745,32.8675244,-117.256732,2.30000283,10.4085057,1.37614806,2.83251237e-06,1.17400659,0.312933087,1.02417702e-06,1.21499736,75.0747494,1.70535485,2.89595253,0.463626436,0
8764,8.764,32.8675244,-117.256731,2.30000285,10.4308119,1.38210015,2.85200093e-06,1.17401192,0.313602208,1.02725014e-06,1.21517503,75.0443294,1.70784484,2.9058073,0.466730621,0
