elapsed_ms,t_elapsed_s,lat_deg,lon_deg,alt_m,east_m,north_m,up_m,ve,vn,vu,speed_mps,heading_deg,pos_sigma_h_m,pos_sigma_v_m,vel_sigma_mps,coasting
16400,16.4,32.8675551,-117.256624,2.30002175,20.4630524,4.79328575,2.17512208e-05,1.22404784,0.56749442,2.65258791e-06,1.34920088,65.1265653,0,0,0,0
16418,16.418,32.8675552,-117.256624,2.3000218,20.4850835,4.80350548,2.17989936e-05,1.22385152,0.568031821,2.65549928e-06,1.34924894,65.102355,0,0,0,0
16436,16.436,32.8675553,-117.256623,2.30002185,20.5071111,4.81373489,2.18468188e-05,1.22365479,0.568568914,2.65841066e-06,1.34929673,65.0781508,0,0,0,0
16455,16.455,32.8675554,-117.256623,2.3000219,20.5303585,4.82454308,2.18973578e-05,1.22344666,0.569135503,2.66148378e-06,1.34934686,65.0526087,0,0,0,0
16473,16.473,32.8675555,-117.256623,2.30002195,20.5523788,4.83479235,2.19452907e-05,1.22324908,0.569671962,2.66439516e-06,1.3493941,65.0284171,0,0,0,0
16491,16.491,32.8675556,-117.256623,2.30002199,20.5743955,4.84505127,2.1993276e-05,1.22305107,0.570208113,2.66730653e-06,1.34944107,65.0042316,0,0,0,0
16509,16.509,32.8675557,-117.256622,2.30002204,20.5964086,4.85531984,2.20413137e-05,1.22285265,0.570743955,2.67021791e-06,1.34948778,64.9800522,0,0,0,0
16527,16.527,32.8675558,-117.256622,2.30002209,20.6184182,4.86559805,2.20894039e-05,1.22265381,0.571279487,2.67312929e-06,1.34953421,64.9558789,0,0,0,0
16545,16.545,32.8675558,-117.256622,2.30002214,20.6404242,4.8758859,2.21375464e-05,1.22245455,0.57181471,2.67604066e-06,1.34958038,64.9317117,0,0,0,0
16564,16.564,32.8675559,-117.256622,2.30002219,20.6636488,4.88675574,2.21884204e-05,1.22224377,0.572379321,2.67911378e-06,1.34962881,64.9062086,0,0,0,0
16582,16.582,32.867556,-117.256622,2.30002224,20.6856474,4.89706338,2.22366706e-05,1.22204366,0.572913906,2.68202516e-06,1.34967442,64.8820539,0,0,0,0
16600,16.6,32.8675561,-117.256621,2.30002228,20.7076424,4.90738064,2.22849733e-05,1.22184314,0.57344818,2.68493654e-06,1.34971977,64.8579053,0,0,0,0
16618,16.618,32.8675562,-117.256621,2.30002233,20.7296337,4.91770751,2.23333283e-05,1.2216422,0.573982142,2.68784792e-06,1.34976485,64.8337629,0,0,0,0
16636,16.636,32.8675563,-117.256621,2.30002238,20.7516215,4.92804399,2.23817358e-05,1.22144085,0.574515793,2.69075929e-06,1.34980967,64.8096265,0,0,0,0
16655,16.655,32.8675564,-117.256621,2.30002243,20.7748268,4.93896514,2.24328894e-05,1.22122785,0.575078744,2.69383241e-06,1.34985667,64.7841559,0,0,0,0
16673,16.673,32.8675565,-117.25662,2.30002248,20.7968071,4.94932135,2.24814046e-05,1.22102565,0.575611754,2.69674379e-06,1.34990093,64.7600321,0,0,0,0
16691,16.691,32.8675566,-117.25662,2.30002253,20.8187837,4.95968716,2.25299722e-05,1.22082303,0.576144451,2.69965517e-06,1.34994492,64.7359144,0,0,0,0
16709,16.709,32.8675567,-117.25662,2.30002258,20.8407567,4.97006255,2.25785922e-05,1.22062,0.576676835,2.70256654e-06,1.34998865,64.7118027,0,0,0,0
16727,16.727,32.8675568,-117.25662,2.30002263,20.8627261,4.98044752,2.26272646e-05,1.22041656,0.577208907,2.70547792e-06,1.35003211,64.6876971,0,0,0,0
16745,16.745,32.8675569,-117.256619,2.30002268,20.8846917,4.99084207,2.26759894e-05,1.22021271,0.577740664,2.7083893e-06,1.3500753,64.6635977,0,0,0,0
16764,16.764,32.867557,-117.256619,2.30002273,20.9078737,5.00182447,2.2727478e-05,1.21999707,0.578301614,2.71146242e-06,1.35012059,64.6381661,0,0,0,0
16782,16.782,32.8675571,-117.256619,2.30002278,20.9298318,5.01223868,2.27763105e-05,1.21979237,0.578832726,2.71437379e-06,1.35016323,64.6140792,0,0,0,0
16800,16.8,32.8675572,-117.256619,2.30002283,20.9517862,5.02266245,2.28251954e-05,1.21958726,0.579363523,2.71728517e-06,1.3502056,64.5899983,0,0,0,0
16818,16.818,32.8675573,-117.256618,2.30002287,20.973737,5.03309576,2.28741328e-05,1.21938174,0.579894005,2.72019655e-06,1.35024771,64.5659236,0,0,0,0
16836,16.836,32.8675574,-117.256618,2.30002292,20.995684,5.04353863,2.29231225e-05,1.2191758,0.580424172,2.72310793e-06,1.35028955,64.5418549,0,0,0,0
16855,16.855,32.8675575,-117.256618,2.30002297,21.0188462,5.054572,2.29748908e-05,1.21895797,0.580983441,2.72618105e-06,1.3503334,64.5164559,0,0,0,0
16873,16.873,32.8675576,-117.256618,2.30002302,21.0407856,5.06503447,2.30239882e-05,1.21875119,0.581512959,2.72909242e-06,1.35037469,64.4923998,0,0,0,0
16891,16.891,32.8675576,-117.256617,2.30002307,21.0627213,5.07550646,2.30731381e-05,1.21854401,0.582042161,2.7320038e-06,1.3504157,64.4683497,0,0,0,0
16909,16.909,32.8675577,-117.256617,2.30002312,21.0846532,5.08598798,2.31223404e-05,1.21833641,0.582571045,2.73491518e-06,1.35045645,64.4443058,0,0,0,0
16927,16.927,32.8675578,-117.256617,2.30002317,21.1065814,5.09647902,2.3171595e-05,1.21812841,0.583099613,2.73782655e-06,1.35049694,64.4202679,0,0,0,0
16945,16.945,32.8675579,-117.256617,2.30002322,21.1285058,5.10697956,2.32209021e-05,1.21791999,0.583627864,2.74073793e-06,1.35053715,64.3962361,0,0,0,0
16964,16.964,32.867558,-117.256617,2.30002327,21.1516442,5.11807379,2.32730053e-05,1.21769954,0.584185108,2.74381105e-06,1.35057929,64.370876,0,0,0,0
16982,16.982,32.8675581,-117.256616,2.30002332,21.1735609,5.12859387,2.33224201e-05,1.21749029,0.584712705,2.74672243e-06,1.35061895,64.3468567,0,0,0,0
17000,17,32.8675582,-117.256616,2.30002337,21.1954739,5.13912344,2.33718873e-05,1.21728063,0.585239984,2.7496338e-06,1.35065835,64.3228436,0,0,0,0
17018,17.018,32.8675583,-117.256616,2.30002342,21.217383,5.1496625,2.3421407e-05,1.21707056,0.585766944,2.75254518e-06,1.35069747,64.2988365,0,0,0,0
17036,17.036,32.8675584,-117.256616,2.30002347,21.2392884,5.16021105,2.3470979e-05,1.21686008,0.586293586,2.75545656e-06,1.35073633,64.2748355,0,0,0,0
17055,17.055,32.8675585,-117.256615,2.30002352,21.2624066,5.17135591,2.35233618e-05,1.21663746,0.586849129,2.75852968e-06,1.35077704,64.2495079,0,0,0,0
17073,17.073,32.8675586,-117.256615,2.30002357,21.2843042,5.18192392,2.35730416e-05,1.21642615,0.587375113,2.76144106e-06,1.35081535,64.2255194,0,0,0,0
17091,17.091,32.8675587,-117.256615,2.30002362,21.306198,5.19250141,2.36227737e-05,1.21621443,0.587900778,2.76435243e-06,1.35085338,64.201537,0,0,0,0
17109,17.109,32.8675588,-117.256615,2.30002367,21.3280879,5.20308835,2.36725583e-05,1.2160023,0.588426122,2.76726381e-06,1.35089115,64.1775607,0,0,0,0
17127,17.127,32.8675589,-117.256614,2.30002372,21.349974,5.21368474,2.37223952e-05,1.21578977,0.588951145,2.77017519e-06,1.35092865,64.1535904,0,0,0,0
17145,17.145,32.867559,-117.256614,2.30002377,21.3718563,5.22429059,2.37722846e-05,1.21557684,0.589475847,2.77308656e-06,1.35096589,64.1296263,0,0,0,0
17164,17.164,32.8675591,-117.256614,2.30002383,21.3949502,5.23549589,2.38250024e-05,1.21535162,0.590029342,2.77615968e-06,1.35100488,64.1043376,0,0,0,0
17182,17.182,32.8675592,-117.256614,2.30002387,21.4168246,5.24612113,2.38749995e-05,1.21513785,0.590553383,2.77907106e-06,1.35104156,64.0803859,0,0,0,0
17200,17.2,32.8675593,-117.256613,2.30002393,21.4386951,5.25675581,2.3925049e-05,1.21492368,0.591077102,2.78198244e-06,1.35107797,64.0564404,0,0,0,0
17218,17.218,32.8675594,-117.256613,2.30002398,21.4605618,5.2673999,2.39751509e-05,1.2147091,0.591600499,2.78489382e-06,1.35111412,64.0325009,0,0,0,0
17236,17.236,32.8675595,-117.256613,2.30002403,21.4824246,5.27805342,2.40253051e-05,1.21449412,0.592123573,2.78780519e-06,1.35114999,64.0085675,0,0,0,0
17255,17.255,32.8675596,-117.256613,2.30002408,21.5054979,5.28930901,2.40783026e-05,1.21426675,0.592675347,2.79087831e-06,1.35118755,63.9833112,0,0,0,0
17273,17.273,32.8675597,-117.256613,2.30002413,21.5273527,5.29998187,2.41285647e-05,1.21405094,0.593197757,2.79378969e-06,1.35122288,63.9593903,0,0,0,0
17291,17.291,32.8675598,-117.256612,2.30002418,21.5492037,5.31066413,2.41788791e-05,1.21383473,0.593719843,2.79670107e-06,1.35125793,63.9354755,0,0,0,0
17309,17.309,32.8675599,-117.256612,2.30002423,21.5710508,5.32135578,2.42292459e-05,1.21361811,0.594241605,2.79961244e-06,1.35129272,63.9115668,0,0,0,0
17327,17.327,32.86756,-117.256612,2.30002428,21.5928939,5.33205682,2.42796651e-05,1.2134011,0.594763043,2.80252382e-06,1.35132724,63.8876642,0,0,0,0
17345,17.345,32.86756,-117.256612,2.30002433,21.6147332,5.34276725,2.43301367e-05,1.21318368,0.595284156,2.8054352e-06,1.35136149,63.8637676,0,0,0,0
17364,17.364,32.8675602,-117.256611,2.30002438,21.6377815,5.35408287,2.43834692e-05,1.21295373,0.595833857,2.80850832e-06,1.35139733,63.8385502,0,0,0,0
17382,17.382,32.8675602,-117.256611,2.30002443,21.6596127,5.36481256,2.44340486e-05,1.21273549,0.596354302,2.81141969e-06,1.35143103,63.8146661,0,0,0,0
17400,17.4,32.8675603,-117.256611,2.30002448,21.68144,5.37555162,2.44846803e-05,1.21251685,0.59687442,2.81433107e-06,1.35146446,63.7907881,0,0,0,0
17418,17.418,32.8675604,-117.256611,2.30002454,21.7032633,5.38630004,2.45353645e-05,1.2122978,0.597394213,2.81724245e-06,1.35149762,63.7669162,0,0,0,0
17436,17.436,32.8675605,-117.25661,2.30002459,21.7250827,5.39705781,2.4586101e-05,1.21207836,0.597913679,2.82015383e-06,1.35153051,63.7430504,0,0,0,0
17455,17.455,32.8675606,-117.25661,2.30002464,21.74811,5.40842337,2.46397132e-05,1.21184628,0.598461641,2.82322695e-06,1.35156492,63.7178654,0,0,0,0
17473,17.473,32.8675607,-117.25661,2.30002469,21.7699212,5.41920035,2.46905575e-05,1.21162601,0.598980435,2.82613832e-06,1.35159726,63.6940121,0,0,0,0
17491,17.491,32.8675608,-117.25661,2.30002474,21.7917285,5.42998667,2.47414541e-05,1.21140534,0.599498902,2.8290497e-06,1.35162933,63.6701649,0,0,0,0
17509,17.509,32.8675609,-117.256609,2.30002479,21.8135318,5.44078231,2.47924032e-05,1.21118428,0.600017041,2.83196108e-06,1.35166113,63.6463237,0,0,0,0
17527,17.527,32.867561,-117.256609,2.30002484,21.8353312,5.45158728,2.48434047e-05,1.21096282,0.600534852,2.83487245e-06,1.35169266,63.6224886,0,0,0,0
17545,17.545,32.8675611,-117.256609,2.30002489,21.8571265,5.46240156,2.48944586e-05,1.21074096,0.601052335,2.83778383e-06,1.35172393,63.5986596,0,0,0,0
17564,17.564,32.8675612,-117.256609,2.30002495,21.8801283,5.47382674,2.49484057e-05,1.21050632,0.601598201,2.84085695e-06,1.35175662,63.5735134,0,0,0,0
17582,17.582,32.8675613,-117.256608,2.300025,21.9019154,5.48466016,2.49995674e-05,1.21028365,0.602115008,2.84376833e-06,1.35178733,63.5496969,0,0,0,0
17600,17.6,32.8675614,-117.256608,2.30002505,21.9236985,5.49550288,2.50507814e-05,1.21006057,0.602631485,2.8466797e-06,1.35181777,63.5258865,0,0,0,0
17618,17.618,32.8675615,-117.256608,2.3000251,21.9454776,5.50635489,2.51020478e-05,1.2098371,0.603147633,2.84959108e-06,1.35184795,63.5020821,0,0,0,0
17636,17.636,32.8675616,-117.256608,2.30002515,21.9672527,5.51721619,2.51533667e-05,1.20961323,0.603663451,2.85250246e-06,1.35187785,63.4782838,0,0,0,0
17655,17.655,32.8675617,-117.256608,2.30002521,21.9902331,5.52869097,2.52075934e-05,1.20937648,0.604207557,2.85557558e-06,1.35190911,63.4531701,0,0,0,0
17673,17.673,32.8675618,-117.256607,2.30002526,22.0119998,5.53957134,2.525902e-05,1.2091518,0.604722696,2.85848696e-06,1.35193846,63.4293843,0,0,0,0
17691,17.691,32.8675619,-117.256607,2.30002531,22.0337625,5.55046098,2.53104989e-05,1.20892672,0.605237503,2.86139833e-06,1.35196754,63.4056045,0,0,0,0
17709,17.709,32.867562,-117.256607,2.30002536,22.0555212,5.56135988,2.53620303e-05,1.20870124,0.60575198,2.86430971e-06,1.35199636,63.3818309,0,0,0,0
17727,17.727,32.8675621,-117.256607,2.30002541,22.0772758,5.57226805,2.54136141e-05,1.20847537,0.606266124,2.86722109e-06,1.3520249,63.3580633,0,0,0,0
17745,17.745,32.8675622,-117.256606,2.30002547,22.0990263,5.58318546,2.54652503e-05,1.20824911,0.606779937,2.87013246e-06,1.35205318,63.3343017,0,0,0,0
17764,17.764,32.8675623,-117.256606,2.30002552,22.1219808,5.59471943,2.5519812e-05,1.20800983,0.607321924,2.87320558e-06,1.35208272,63.3092269,0,0,0,0
17782,17.782,32.8675624,-117.256606,2.30002557,22.1437229,5.60565584,2.55715559e-05,1.20778276,0.607835053,2.87611696e-06,1.35211044,63.2854779,0,0,0,0
17800,17.8,32.8675625,-117.256606,2.30002562,22.1654609,5.61660149,2.56233522e-05,1.20755529,0.608347849,2.87902834e-06,1.3521379,63.2617349,0,0,0,0
17818,17.818,32.8675626,-117.256605,2.30002568,22.1871949,5.62755636,2.56752009e-05,1.20732743,0.608860312,2.88193971e-06,1.35216508,63.237998,0,0,0,0
17836,17.836,32.8675627,-117.256605,2.30002573,22.2089247,5.63852046,2.5727102e-05,1.20709918,0.609372442,2.88485109e-06,1.352192,63.2142672,0,0,0,0
17855,17.855,32.8675628,-117.256605,2.30002578,22.2318573,5.65010367,2.57819434e-05,1.20685781,0.609912651,2.88792421e-06,1.3522201,63.1892248,0,0,0,0
17873,17.873,32.8675629,-117.256605,2.30002583,22.2535787,5.6610867,2.58339522e-05,1.20662874,0.610424093,2.89083559e-06,1.35224646,63.1655064,0,0,0,0
17891,17.891,32.867563,-117.256604,2.30002589,22.2752959,5.67207893,2.58860135e-05,1.20639929,0.610935201,2.89374697e-06,1.35227256,63.1417942,0,0,0,0
17909,17.909,32.8675631,-117.256604,2.30002594,22.2970091,5.68308036,2.59381271e-05,1.20616945,0.611445974,2.89665834e-06,1.35229838,63.118088,0,0,0,0
17927,17.927,32.8675632,-117.256604,2.30002599,22.318718,5.69409098,2.59902932e-05,1.20593921,0.611956412,2.89956972e-06,1.35232394,63.0943879,0,0,0,0
17945,17.945,32.8675633,-117.256604,2.30002604,22.3404229,5.70511079,2.60425116e-05,1.20570859,0.612466515,2.9024811e-06,1.35234922,63.0706939,0,0,0,0
17964,17.964,32.8675634,-117.256604,2.3000261,22.363329,5.71675276,2.6097688e-05,1.20546471,0.613004582,2.90555422e-06,1.35237561,63.0456902,0,0,0,0
17982,17.982,32.8675635,-117.256603,2.30002615,22.3850253,5.72779143,2.61500141e-05,1.20523328,0.613513993,2.90846559e-06,1.35240034,63.0220087,0,0,0,0
18000,18,32.8675636,-117.256603,2.3000262,22.4067174,5.73883926,2.62023927e-05,1.20500146,0.614023068,2.91137697e-06,1.35242481,62.9983332,0,0,0,0
18018,18.018,32.8675637,-117.256603,2.30002625,22.4284053,5.74989626,2.62548237e-05,1.20476925,0.614531807,2.91428835e-06,1.352449,62.9746638,0,0,0,0
18036,18.036,32.8675638,-117.256603,2.30002631,22.4500891,5.76096241,2.63073071e-05,1.20453666,0.615040208,2.91719972e-06,1.35247293,62.9510005,0,0,0,0
18055,18.055,32.8675639,-117.256602,2.30002636,22.472973,5.77265326,2.63627631e-05,1.2042907,0.615576477,2.92027284e-06,1.35249787,62.9260292,0,0,0,0
18073,18.073,32.867564,-117.256602,2.30002642,22.4946481,5.78373821,2.64153542e-05,1.20405731,0.616084185,2.92318422e-06,1.35252125,62.9023784,0,0,0,0
18091,18.091,32.8675641,-117.256602,2.30002647,22.516319,5.79483229,2.64679977e-05,1.20382352,0.616591554,2.9260956e-06,1.35254435,62.8787336,0,0,0,0
18109,18.109,32.8675642,-117.256602,2.30002652,22.5379857,5.8059355,2.65206937e-05,1.20358935,0.617098584,2.92900698e-06,1.35256718,62.8550949,0,0,0,0
18127,18.127,32.8675643,-117.256601,2.30002657,22.5596482,5.81704784,2.6573442e-05,1.20335479,0.617605276,2.93191835e-06,1.35258975,62.8314623,0,0,0,0
18145,18.145,32.8675644,-117.256601,2.30002663,22.5813065,5.82816929,2.66262427e-05,1.20311984,0.618111629,2.93482973e-06,1.35261204,62.8078357,0,0,0,0
18164,18.164,32.8675645,-117.256601,2.30002668,22.6041634,5.83991849,2.66820337e-05,1.20287141,0.618645734,2.93790285e-06,1.35263527,62.7829033,0,0,0,0
18182,18.182,32.8675646,-117.256601,2.30002673,22.625813,5.85105866,2.67349421e-05,1.20263566,0.619151389,2.94081423e-06,1.35265701,62.7592892,0,0,0,0
18200,18.2,32.8675647,-117.256601,2.30002679,22.6474583,5.86220793,2.6787903e-05,1.20239953,0.619656703,2.9437256e-06,1.35267848,62.7356812,0,0,0,0
18218,18.218,32.8675648,-117.2566,2.30002684,22.6690994,5.8733663,2.68409163e-05,1.20216302,0.620161678,2.94663698e-06,1.35269968,62.7120792,0,0,0,0
18236,18.236,32.8675649,-117.2566,2.30002689,22.6907362,5.88453375,2.68939819e-05,1.20192612,0.620666311,2.94954836e-06,1.35272062,62.6884834,0,0,0,0
18255,18.255,32.867565,-117.2566,2.30002695,22.7135704,5.89633147,2.69500525e-05,1.20167563,0.6211986,2.95262148e-06,1.3527424,62.6635834,0,0,0,0
18273,18.273,32.8675651,-117.2566,2.300027,22.7351984,5.90751758,2.70032259e-05,1.20143793,0.621702533,2.95553285e-06,1.35276278,62.64,0,0,0,0
18291,18.291,32.8675652,-117.256599,2.30002706,22.7568221,5.91871275,2.70564517e-05,1.20119986,0.622206123,2.95844423e-06,1.35278289,62.6164226,0,0,0,0
18309,18.309,32.8675653,-117.256599,2.30002711,22.7784416,5.92991699,2.71097299e-05,1.2009614,0.622709372,2.96135561e-06,1.35280273,62.5928514,0,0,0,0
18327,18.327,32.8675654,-117.256599,2.30002716,22.8000568,5.94113029,2.71630605e-05,1.20072255,0.623212279,2.96426699e-06,1.35282231,62.5692862,0,0,0,0
18345,18.345,32.8675655,-117.256599,2.30002722,22.8216676,5.95235263,2.72164435e-05,1.20048332,0.623714843,2.96717836e-06,1.35284161,62.5457271,0,0,0,0
18364,18.364,32.8675656,-117.256598,2.30002727,22.8444744,5.96420825,2.72728491e-05,1.20023038,0.624244945,2.97025148e-06,1.35286167,62.5208659,0,0,0,0
18382,18.382,32.8675657,-117.256598,2.30002733,22.8660764,5.97544918,2.73263398e-05,1.19999036,0.624746804,2.97316286e-06,1.35288042,62.4973193,0,0,0,0
18400,18.4,32.8675658,-117.256598,2.30002738,22.887674,5.98669913,2.7379883e-05,1.19974996,0.625248319,2.97607424e-06,1.3528989,62.4737787,0,0,0,0
18418,18.418,32.8675659,-117.256598,2.30002743,22.9092674,5.99795811,2.74334785e-05,1.19950918,0.62574949,2.97898561e-06,1.35291711,62.4502442,0,0,0,0
18436,18.436,32.867566,-117.256597,2.30002749,22.9308564,6.00922611,2.74871265e-05,1.19926802,0.626250318,2.98189699e-06,1.35293505,62.4267158,0,0,0,0
18455,18.455,32.8675661,-117.256597,2.30002754,22.95364,6.02112989,2.75438117e-05,1.19901303,0.626778585,2.98497011e-06,1.35295368,62.401887,0,0,0,0
18473,18.473,32.8675663,-117.256597,2.3000276,22.9752201,6.0324164,2.75975674e-05,1.19877109,0.627278704,2.98788149e-06,1.35297106,62.3783711,0,0,0,0
18491,18.491,32.8675664,-117.256597,2.30002765,22.9967958,6.04371192,2.76513754e-05,1.19852876,0.627778478,2.99079286e-06,1.35298818,62.3548612,0,0,0,0
18509,18.509,32.8675665,-117.256597,2.30002771,23.0183671,6.05501642,2.77052359e-05,1.19828605,0.628277906,2.99370424e-06,1.35300502,62.3313574,0,0,0,0
18527,18.527,32.8675666,-117.256596,2.30002776,23.0399341,6.06632992,2.77591488e-05,1.19804297,0.628776989,2.99661562e-06,1.3530216,62.3078597,0,0,0,0
18545,18.545,32.8675667,-117.256596,2.30002781,23.0614967,6.07765239,2.78131141e-05,1.1977995,0.629275725,2.99952699e-06,1.35303791,62.2843681,0,0,0,0
18564,18.564,32.8675668,-117.256596,2.30002787,23.0842524,6.08961363,2.78701343e-05,1.19754208,0.629801784,3.00260011e-06,1.35305481,62.2595781,0,0,0,0
18582,18.582,32.8675669,-117.256596,2.30002792,23.105806,6.10095454,2.79242073e-05,1.19729783,0.630299808,3.00551149e-06,1.35307056,62.2360989,0,0,0,0
18600,18.6,32.867567,-117.256595,2.30002798,23.1273551,6.11230442,2.79783327e-05,1.19705321,0.630797485,3.00842287e-06,1.35308605,62.2126258,0,0,0,0
18618,18.618,32.8675671,-117.256595,2.30002803,23.1488999,6.12366325,2.80325105e-05,1.1968082,0.631294815,3.01133425e-06,1.35310126,62.1891588,0,0,0,0
18636,18.636,32.8675672,-117.256595,2.30002809,23.1704402,6.13503103,2.80867407e-05,1.19656282,0.631791798,3.01424562e-06,1.3531162,62.1656979,0,0,0,0
18655,18.655,32.8675673,-117.256595,2.30002814,23.1931725,6.14704005,2.81440406e-05,1.19630339,0.632316003,3.01731874e-06,1.35313167,62.1409403,0,0,0,0
18673,18.673,32.8675674,-117.256594,2.3000282,23.2147037,6.15842621,2.81983785e-05,1.19605723,0.63281227,3.02023012e-06,1.35314606,62.1174918,0,0,0,0
18691,18.691,32.8675675,-117.256594,2.30002825,23.2362305,6.16982129,2.82527689e-05,1.19581069,0.633308189,3.0231415e-06,1.35316018,62.0940494,0,0,0,0
18709,18.709,32.8675676,-117.256594,2.30002831,23.2577529,6.1812253,2.83072116e-05,1.19556378,0.633803758,3.02605287e-06,1.35317403,62.0706131,0,0,0,0
18727,18.727,32.8675677,-117.256594,2.30002836,23.2792708,6.19263822,2.83617068e-05,1.19531649,0.634298979,3.02896425e-06,1.35318761,62.0471828,0,0,0,0
18745,18.745,32.8675678,-117.256594,2.30002842,23.3007843,6.20406006,2.84162543e-05,1.19506883,0.63479385,3.03187563e-06,1.35320092,62.0237587,0,0,0,0
18764,18.764,32.8675679,-117.256593,2.30002847,23.3234881,6.2161261,2.84738892e-05,1.19480698,0.635315824,3.03494875e-06,1.35321466,61.9990399,0,0,0,0
18782,18.782,32.867568,-117.256593,2.30002853,23.3449924,6.22756623,2.85285444e-05,1.19455855,0.635809976,3.03786012e-06,1.35322742,61.9756282,0,0,0,0
18800,18.8,32.8675681,-117.256593,2.30002858,23.3664922,6.23901526,2.85832521e-05,1.19430974,0.636303777,3.0407715e-06,1.3532399,61.9522226,0,0,0,0
18818,18.818,32.8675682,-117.256593,2.30002864,23.3879875,6.25047317,2.86380122e-05,1.19406055,0.636797228,3.04368288e-06,1.35325212,61.928823,0,0,0,0
18836,18.836,32.8675683,-117.256592,2.30002869,23.4094784,6.26193995,2.86928247e-05,1.19381099,0.637290327,3.04659426e-06,1.35326407,61.9054296,0,0,0,0
18855,18.855,32.8675684,-117.256592,2.30002875,23.4321583,6.27405341,2.87507392e-05,1.19354715,0.63781043,3.04966738e-06,1.35327637,61.8807432,0,0,0,0
18873,18.873,32.8675685,-117.256592,2.30002881,23.4536399,6.28553843,2.88056594e-05,1.19329682,0.638302807,3.05257875e-06,1.35328776,61.8573622,0,0,0,0
18891,18.891,32.8675686,-117.256592,2.30002886,23.475117,6.29703231,2.8860632e-05,1.19304612,0.638794832,3.05549013e-06,1.35329889,61.8339873,0,0,0,0
18909,18.909,32.8675687,-117.256591,2.30002892,23.4965895,6.30853504,2.8915657e-05,1.19279504,0.639286505,3.05840151e-06,1.35330974,61.8106185,0,0,0,0
18927,18.927,32.8675688,-117.256591,2.30002897,23.5180576,6.32004662,2.89707345e-05,1.19254359,0.639777826,3.06131288e-06,1.35332032,61.7872557,0,0,0,0
18945,18.945,32.8675689,-117.256591,2.30002903,23.5395211,6.33156704,2.90258643e-05,1.19229177,0.640268793,3.06422426e-06,1.35333063,61.763899,0,0,0,0
18964,18.964,32.8675691,-117.256591,2.30002908,23.5621721,6.34373707,2.90841138e-05,1.19202555,0.640786643,3.06729738e-06,1.35334121,61.7392515,0,0,0,0
18982,18.982,32.8675692,-117.25659,2.30002914,23.5836263,6.35527564,2.91393513e-05,1.19177297,0.641276885,3.07020876e-06,1.35335097,61.7159073,0,0,0,0
19000,19,32.8675693,-117.25659,2.30002919,23.6050759,6.36682303,2.91946413e-05,1.19152001,0.641766772,3.07312014e-06,1.35336046,61.6925692,0,0,0,0
19018,19.018,32.8675694,-117.25659,2.30002925,23.626521,6.37837924,2.92499836e-05,1.19126669,0.642256306,3.07603151e-06,1.35336968,61.6692371,0,0,0,0
19036,19.036,32.8675695,-117.25659,2.30002931,23.6479615,6.38994425,2.93053784e-05,1.19101299,0.642745485,3.07894289e-06,1.35337863,61.6459112,0,0,0,0
19055,19.055,32.8675696,-117.25659,2.30002936,23.6705882,6.40216132,2.93639075e-05,1.19074479,0.643261446,3.08201601e-06,1.35338776,61.6212961,0,0,0,0
19073,19.073,32.8675697,-117.256589,2.30002942,23.6920193,6.41374442,2.941941e-05,1.19049033,0.643749896,3.08492739e-06,1.35339616,61.5979826,0,0,0,0
19091,19.091,32.8675698,-117.256589,2.30002947,23.7134459,6.42533631,2.94749649e-05,1.19023551,0.64423799,3.08783876e-06,1.35340428,61.5746752,0,0,0,0
19109,19.109,32.8675699,-117.256589,2.30002953,23.7348678,6.43693699,2.95305722e-05,1.18998031,0.644725729,3.09075014e-06,1.35341214,61.5513738,0,0,0,0
19127,19.127,32.86757,-117.256589,2.30002959,23.7562852,6.44854644,2.95862319e-05,1.18972475,0.645213112,3.09366152e-06,1.35341972,61.5280786,0,0,0,0
19145,19.145,32.8675701,-117.256588,2.30002964,23.7776979,6.46016466,2.9641944e-05,1.18946882,0.645700139,3.09657289e-06,1.35342703,61.5047894,0,0,0,0
19164,19.164,32.8675702,-117.256588,2.3000297,23.8002952,6.47243784,2.97008081e-05,1.18919826,0.646213825,3.09964601e-06,1.35343445,61.4802132,0,0,0,0
19182,19.182,32.8675703,-117.256588,2.30002976,23.8216985,6.48407406,2.97566279e-05,1.18894157,0.646700119,3.10255739e-06,1.35344121,61.4569365,0,0,0,0
19200,19.2,32.8675704,-117.256588,2.30002981,23.8430971,6.49571904,2.98125002e-05,1.18868451,0.647186056,3.10546877e-06,1.35344769,61.4336659,0,0,0,0
19218,19.218,32.8675705,-117.256587,2.30002987,23.8644911,6.50737276,2.98684248e-05,1.18842709,0.647671635,3.10838015e-06,1.35345391,61.4104013,0,0,0,0
19236,19.236,32.8675706,-117.256587,2.30002992,23.8858805,6.51903521,2.99244019e-05,1.1881693,0.648156856,3.11129152e-06,1.35345986,61.3871429,0,0,0,0
19255,19.255,32.8675707,-117.256587,2.30002998,23.9084531,6.53135506,2.99835456e-05,1.18789678,0.648668636,3.11436464e-06,1.35346584,61.3625991,0,0,0,0
19273,19.273,32.8675708,-117.256587,2.30003004,23.9298329,6.54303545,3.00396304e-05,1.18763824,0.649153121,3.11727602e-06,1.35347123,61.3393531,0,0,0,0
19291,19.291,32.8675709,-117.256587,2.3000301,23.9512081,6.55472457,3.00957675e-05,1.18737934,0.649637248,3.1201874e-06,1.35347635,61.3161133,0,0,0,0
